bleu,x,y,z
0.14535768424205484,a black box in your car ?,अपने कार में एक काले बक्से ?,आपकी कार में ब्लैक बॉक्स ?
0.0012080992739760277,"as america ' s road planners struggle to find the cash to mend a crumbling highway system , many are beginning to see a solution in a little black box that fits neatly by the dashboard of your car .",. . . . . . . . . . . ।,"जबकि अमेरिका के सड़क योजनाकार , ध्वस्त होते हुए हाईवे सिस्टम को सुधारने के लिए धन की कमी से जूझ रहे हैं , वहीं बहुत - से लोग इसका समाधान छोटे से ब्लैक बॉक्स में देख रहे हैं , जो आपकी कार के डैशबोर्ड पर सफ़ाई से फिट हो जाता है ।"
0.07731250085762993,"the devices , which track every mile a motorist drives and transmit that information to bureaucrats , are at the center of a controversial attempt in washington and state planning offices to overhaul the outdated system for funding america ' s major roads .","प्रत्येक मील के एक विमोचन मार्ग में , जो कि प्रत्येक मील का एक विमोचन मार्ग है और यह बताता है कि विलिंग्गी की मुख्य सड़कों को वित्तपोषित करने के लिए पुरानी प्रणाली को बाधित करने के लिए विस्तीन और राज्य नियोजन कार्यालयों में एक विवादास्पद प्रयास किया जाता है ।","यह डिवाइस , जो मोटर - चालक द्वारा वाहन चलाए गए प्रत्येक मील को ट्रैक करती है तथा उस सूचना को अधिकारियों को संचारित करती है , आजकल अमेरिका की प्रमुख सड़कों का वित्त - पोषण करने के लिए पुराने हो चुके सिस्टम का जीर्णोद्धार करने के लिए वाशिंगटन और राज्य नियोजन कार्यालय के लिए एक विवादास्पद प्रयास का मुद्दा बन चुका है ।"
0.1184945914614132,the usually dull arena of highway planning has suddenly spawned intense debate and colorful alliances .,राजमार्ग योजना के आम तौर पर नीरस होने के कारण अचानक वाद - विवाद और विसंबध्द हो गया है ।,आम तौर पर हाईवे नियोजन जैसा उबाऊ काम भी अचानक गहन बहस तथा जीवंत गठबंधनों का मुद्दा बन गया है ।
0.07872009835106299,"libertarians have joined environmental groups in lobbying to allow government to use the little boxes to keep track of the miles you drive , and possibly where you drive them - then use the information to draw up a tax bill .","सरकार ने अपने आप को दूर करने के लिए अपने छोटे - छोटे बक्से का प्रयोग करने की इजाजत दे दी है , और अगर आप उन्हें आगे धकेलने के लिए छोटे बक्से का प्रयोग करें , तो आप इस सूचना का उपयोग करें ।","आपने द्वारा ड्राइव किए गए मील , तथा संभवतः ड्राइव किए गए स्थान का विवरण रखने - और फिर इस सूचना का उपयोग टैक्स बिल तैयार करने के लिए - सरकार को इन ब्लैक बॉक्स का उपयोग करने की अनुमति देने के पक्ष में समर्थन जुटाने के लिए लिबरेटेरियन पर्यावरणीय समूहों के साथ मिल गए हैं ।"
0.2295748846661433,the tea party is aghast .,चाय पार्टी अस्तव्यस्त होती है ।,चाय पार्टी भौचक्की है ।
0.10273327819011903,"the american civil liberties union is deeply concerned , too , raising a variety of privacy issues .","हमलावर नागरिक स्वतंत्रता संघ का संबंध बहुत अधिक है , जो अनेक प्रकार के गोपनीय मुद्दों का निर्माण करता है ।",अमेरिकी नागरिक स्वतंत्रता संघ भी विभिन्न प्रकार के गोपनीयता मुद्दे उठाते हुए बहुत चिंतित है ।
0.0509052652774011,"and while congress can ' t agree on whether to proceed , several states are not waiting .","और जब कांग्रेस आगे बढ़ने के लिए सहमत नहीं है , तब अनेक राज्यों की प्रतीक्षा नहीं की जा सकती ।","जबकि कांग्रेस इस बात पर सहमत नहीं हो सकी कि आगे की कार्यवाही करनी है या नहीं , बहुत से राज्य प्रतीक्षा नहीं कर रहे ।"
0.139800134566647,"they are exploring how , over the next decade , they can move to a system in which drivers pay per mile of road they roll over .","वे की खोज कर रहे हैं , अगले दशक से अधिक , वे एक प्रणाली में ले जाया जा सकता है , जिसमें एक मील के लिए एक मील प्रति मील का भुगतान करते हैं ।","वे यह खोज कर रहे हैं कि अगले दशक में वे किस तरह से ऐसी प्रणाली में जा सकते हैं , जिसमें चालक सड़क पर तय किए गए प्रत्येक मील के लिए भुगतान करे ।"
0.130505759862203,"thousands of motorists have already taken the black boxes , some of which have gps monitoring , for a test drive .","हजारों मुहरों ने पहले ही काले बक्से को ले लिया है , जिनमें से कुछ ने एक परीक्षण अभियान के लिए मालिश की है ।","हजारों मोटर - चालकों ने टेस्ट ड्राइव के लिए पहले ही ब्लैक बॉक्स ले लिया है , जिसमें से कुछ में जी . पी . एस . मॉनीटरिंग है ।"
