bleu,x,y,z
0.07809849842300641,a black box in your car ?,आपके गाड़ी में एक काली बक्से ?,आपकी कार में ब्लैक बॉक्स ?
0.03785056549327307,"as america ' s road planners struggle to find the cash to mend a crumbling highway system , many are beginning to see a solution in a little black box that fits neatly by the dashboard of your car .",मई की सड़क योजनाकारों के संघर्ष में एक छोटी काली पेटी में एक ऐसे छोटे छोटे बक्से में एक समाधान देखने शुरू हो जाता है जो अपनी गाड़ी की टटलियों से मेल खाती है ।,"जबकि अमेरिका के सड़क योजनाकार , ध्वस्त होते हुए हाईवे सिस्टम को सुधारने के लिए धन की कमी से जूझ रहे हैं , वहीं बहुत - से लोग इसका समाधान छोटे से ब्लैक बॉक्स में देख रहे हैं , जो आपकी कार के डैशबोर्ड पर सफ़ाई से फिट हो जाता है ।"
0.10985746999837741,"the devices , which track every mile a motorist drives and transmit that information to bureaucrats , are at the center of a controversial attempt in washington and state planning offices to overhaul the outdated system for funding america ' s major roads .","जो उपकरण प्रत्येक बोरे पर नजर रखते हैं और सॉर्टिंग की जानकारी को एक विवादास्पद प्रयास के केंद्र में फैलाती हैं , ताकि अमेरिका की प्रमुख सड़कों का समर्थन करने के लिए तहसील और राज्य नियोजन कार्यालयों में एक विवादास्पद प्रयास के केंद्र की स्थापना की जा सके ।","यह डिवाइस , जो मोटर - चालक द्वारा वाहन चलाए गए प्रत्येक मील को ट्रैक करती है तथा उस सूचना को अधिकारियों को संचारित करती है , आजकल अमेरिका की प्रमुख सड़कों का वित्त - पोषण करने के लिए पुराने हो चुके सिस्टम का जीर्णोद्धार करने के लिए वाशिंगटन और राज्य नियोजन कार्यालय के लिए एक विवादास्पद प्रयास का मुद्दा बन चुका है ।"
0.09246523455174717,the usually dull arena of highway planning has suddenly spawned intense debate and colorful alliances .,आम तौर पर हाइवे योजना के क्षेत्र में अचानक - बहुत बहस और रंग - युक्त सहबद्धता हो रही है ।,आम तौर पर हाईवे नियोजन जैसा उबाऊ काम भी अचानक गहन बहस तथा जीवंत गठबंधनों का मुद्दा बन गया है ।
0.047922301602093764,"libertarians have joined environmental groups in lobbying to allow government to use the little boxes to keep track of the miles you drive , and possibly where you drive them - then use the information to draw up a tax bill .","इन छोटे क्षेत्रों में सरकार की मदद करने के लिए और जहां तक आप उन्हें चलाते हैं , के बारे में जानकारी देने के लिए सरकार ने पर्यावरण समूहों में पर्यावरण समूहों में शामिल किया है , और जहां आप उन्हें कर सकते हैं - पर कर बिल बनाने के लिए सूचना का इस्तेमाल करते हैं .","आपने द्वारा ड्राइव किए गए मील , तथा संभवतः ड्राइव किए गए स्थान का विवरण रखने - और फिर इस सूचना का उपयोग टैक्स बिल तैयार करने के लिए - सरकार को इन ब्लैक बॉक्स का उपयोग करने की अनुमति देने के पक्ष में समर्थन जुटाने के लिए लिबरेटेरियन पर्यावरणीय समूहों के साथ मिल गए हैं ।"
0.10682175159905853,the tea party is aghast .,चाय की पार्टी चड़री है .,चाय पार्टी भौचक्की है ।
0.05538003944406129,"the american civil liberties union is deeply concerned , too , raising a variety of privacy issues .","अमेरिकी सिविल स्वतंत्रता संघ के साथ गहरा संबंध है , जिसमें कई गोपनीयता के मुद्दे उठ रहे हैं .",अमेरिकी नागरिक स्वतंत्रता संघ भी विभिन्न प्रकार के गोपनीयता मुद्दे उठाते हुए बहुत चिंतित है ।
0.1395944169996348,"and while congress can ' t agree on whether to proceed , several states are not waiting .","और जब कांग्रेस पर सहमत नहीं हो सके , तो कई राज्य इंतज़ार नहीं कर रहे हैं ।","जबकि कांग्रेस इस बात पर सहमत नहीं हो सकी कि आगे की कार्यवाही करनी है या नहीं , बहुत से राज्य प्रतीक्षा नहीं कर रहे ।"
0.1820061280401484,"they are exploring how , over the next decade , they can move to a system in which drivers pay per mile of road they roll over .","वे देख रहे हैं कि अगले दशक में , वे एक ऐसी प्रणाली पर कब्जा कर सकते हैं जिसमें ड्राइवर सड़क की सड़कों पर चलते हैं ।","वे यह खोज कर रहे हैं कि अगले दशक में वे किस तरह से ऐसी प्रणाली में जा सकते हैं , जिसमें चालक सड़क पर तय किए गए प्रत्येक मील के लिए भुगतान करे ।"
0.09762363772086839,"thousands of motorists have already taken the black boxes , some of which have gps monitoring , for a test drive .","हजारों आखों ने पहले से ही काले बक्से ले लिया है , कुछ परीक्षण इंजन के लिए ,","हजारों मोटर - चालकों ने टेस्ट ड्राइव के लिए पहले ही ब्लैक बॉक्स ले लिया है , जिसमें से कुछ में जी . पी . एस . मॉनीटरिंग है ।"
0.12192091596713041,this really is a must for our nation .,यह वास्तव में हमारे राष्ट्र के लिए एक निश्चित है .,यह हमारे देश के लिए वास्तव में अनिवार्य वस्तु है ।
0.017217561236243045,""" it is not a matter of something we might choose to do , "" said hasan ikhrata , executive director of the southern california assn . of governments , which is planning for the state to start tracking miles driven by every california motorist by 2025 .","सरकार के दक्षिणी षड्यंत्रकारी प्रक्षेपण के कार्यकारी निदेशक ने कहा , ' ' यह कुछ ऐसा नहीं है . ' '",""" यह हमारे द्वारा चुने या नहीं चुने जाने का विषय नहीं है "" यह कहना है हसन इखराता का जो दक्षिण कैलीफोर्निया सरकार संघ के कार्यकारी निदेशक हैं , जो वर्ष 2025 तक कैलीफोर्निया में मोटर - चालकों द्वारा तय किए गए प्रत्येक मील को ट्रैक करने की शुरुआत करने की योजना बना रहा है ।"
0.024478224028345454,there is going to be a change in how we pay these taxes .,हम इन करों का भुगतान कैसे करते हैं .,हमारे द्वारा कर भुगतान किए जाने के तरीके में परिवर्तन होने जा रहा है ।
0.2705411345269699,the technology is there to do it .,प्रौद्योगिकी इसे करने के लिए वहाँ है ।,ऐसा करने के लिए प्रौद्योगिकी है ।
0.0702038078920043,"the push comes as the country ' s highway trust fund , financed with taxes americans pay at the gas pump , is broke .","इसे देश की राजमार्ग पर नियंत्रण कोष के रूप में देखा जाता है , जो गैस पम्प पर कर लगाए गए करदाताओं के साथ वित्त पोषित होता है ।","ऐसा होने का मुख्य कारण यह है कि देश का हाईवे ट्रस्ट फ़ंड लगभग दिवालिया हो गया है , जिसका वित्त - पोषण अमेरिकी नागरिकों द्वारा गैस पम्प पर किए जाने वाले करों के भुगतान से होता है ।"
0.092875289995668,americans don ' t buy as much gas as they used to .,इसका इस्तेमाल करते हुए ज्यादा गैस नहीं खरीदना चाहिए ।,अमेरिकी लोग अब पहले जितनी गैस नहीं खरीदते ।
0.04396165418527571,cars get many more miles to the gallon .,कारों को गैलन से ज़्यादा मील मिल जाता है .,अब एक गैलन गैस में कार पहले से अधिक मील चलती है ।
0.21966685075366735,"the federal tax itself , 18 . 4 cents per gallon , hasn ' t gone up in 20 years .","संघीय कर में अकेले , 18 . 4 सेंट प्रति गॅलन , 20 वर्ष में चला गया है ।","फेडरल टैक्स में पिछले 20 वर्षों में कोई बढ़ोतरी नहीं हुई , जो 18 . 4 सेंट प्रति गैलन है ।"
0.027178901196360062,politicians are loath to raise the tax even one penny when gas prices are high .,जब गैस कीमतों की कीमतें अधिक हो तो नेता भी एक ही 16 को कर लेते हैं .,गैस के उच्च मूल्य होने के कारण राजनेता टैक्स में एक पैसा भी वृद्धि करने से परहेज करते हैं ।
0.11883591949521011,""" the gas tax is just not sustainable , "" said lee munnich , a transportation policy expert at the university of minnesota .",""" गैस कर अभी भी स्थिर नहीं है , "" एक ही जगह पर , ' ' एक के विश्वविद्यालय में एक परिवहन नीति विशेषज्ञ है .","मिनेसोटा विश्वविद्यालय में परिवहन नीति विशेषज्ञ ली मुनिख कहते हैं , "" गैस कर बिल्कुल संवहनीय नहीं है । """
