bleu,x,y,z
0.3073940764756322,a black box in your car ?,आपकी कार में एक काला बॉक्स ?,आपकी कार में ब्लैक बॉक्स ?
0.014375580877847535,"as america ' s road planners struggle to find the cash to mend a crumbling highway system , many are beginning to see a solution in a little black box that fits neatly by the dashboard of your car .",एक छोटे से काले बक्से में एक छोटे से काले बक्से में एक समाधान देखने की कोशिश कर रहे हैं ।,"जबकि अमेरिका के सड़क योजनाकार , ध्वस्त होते हुए हाईवे सिस्टम को सुधारने के लिए धन की कमी से जूझ रहे हैं , वहीं बहुत - से लोग इसका समाधान छोटे से ब्लैक बॉक्स में देख रहे हैं , जो आपकी कार के डैशबोर्ड पर सफ़ाई से फिट हो जाता है ।"
0.026684178202631647,"the devices , which track every mile a motorist drives and transmit that information to bureaucrats , are at the center of a controversial attempt in washington and state planning offices to overhaul the outdated system for funding america ' s major roads .","जिन उपस्करों में हर एक मील का चक्कर लगा दिया जाता है और जो इस बात का पता चलता है कि वे किस तरह से काम कर रहे हैं , वे एक विवादास्पद प्रयास के केंद्र में हैं ।","यह डिवाइस , जो मोटर - चालक द्वारा वाहन चलाए गए प्रत्येक मील को ट्रैक करती है तथा उस सूचना को अधिकारियों को संचारित करती है , आजकल अमेरिका की प्रमुख सड़कों का वित्त - पोषण करने के लिए पुराने हो चुके सिस्टम का जीर्णोद्धार करने के लिए वाशिंगटन और राज्य नियोजन कार्यालय के लिए एक विवादास्पद प्रयास का मुद्दा बन चुका है ।"
0.03053216387177772,the usually dull arena of highway planning has suddenly spawned intense debate and colorful alliances .,"मुख्य रूप से राजमार्ग प्लैनिंग का क्षेत्र , जो अचानक ही बड़े - से - बड़े बहस और रंग - बिरंगे विवादों का क्षेत्र है , का काम चल रहा है ।",आम तौर पर हाईवे नियोजन जैसा उबाऊ काम भी अचानक गहन बहस तथा जीवंत गठबंधनों का मुद्दा बन गया है ।
0.04075485277385931,"libertarians have joined environmental groups in lobbying to allow government to use the little boxes to keep track of the miles you drive , and possibly where you drive them - then use the information to draw up a tax bill .","वेश्यालयों में पर्यावरण समूहों में जो मील की दूरी पर ड्राइव रखने की अनुमति है , और संभवतः जहां आप उन्हें ड्राइव कर रहे हैं , एक कर बिल बनाने के लिए सूचना का उपयोग करें ।","आपने द्वारा ड्राइव किए गए मील , तथा संभवतः ड्राइव किए गए स्थान का विवरण रखने - और फिर इस सूचना का उपयोग टैक्स बिल तैयार करने के लिए - सरकार को इन ब्लैक बॉक्स का उपयोग करने की अनुमति देने के पक्ष में समर्थन जुटाने के लिए लिबरेटेरियन पर्यावरणीय समूहों के साथ मिल गए हैं ।"
0.18575057999133598,the tea party is aghast .,चाय पार्टी का असर होता है ।,चाय पार्टी भौचक्की है ।
0.09107438368292145,"the american civil liberties union is deeply concerned , too , raising a variety of privacy issues .",अमरीकी नागरिक स्वतंत्रता संघ का भी गहरा सरोकार है और इसमें अनेक गोपनीयता वाले मुद्दे भी उठाए गए हैं ।,अमेरिकी नागरिक स्वतंत्रता संघ भी विभिन्न प्रकार के गोपनीयता मुद्दे उठाते हुए बहुत चिंतित है ।
0.25825921148459213,"and while congress can ' t agree on whether to proceed , several states are not waiting .",और जब कांग्रेस इस बात पर सहमत नहीं होती तो कई राज्य प्रतीक्षा नहीं कर सकते ।,"जबकि कांग्रेस इस बात पर सहमत नहीं हो सकी कि आगे की कार्यवाही करनी है या नहीं , बहुत से राज्य प्रतीक्षा नहीं कर रहे ।"
0.31840437993329346,"they are exploring how , over the next decade , they can move to a system in which drivers pay per mile of road they roll over .",वे इस बात की खोज कर रहे हैं कि अगले दशक में वे एक ऐसी प्रणाली में जा रहे हैं जिसमें वे एक मील की दूरी पर लुढ़कती हैं ।,"वे यह खोज कर रहे हैं कि अगले दशक में वे किस तरह से ऐसी प्रणाली में जा सकते हैं , जिसमें चालक सड़क पर तय किए गए प्रत्येक मील के लिए भुगतान करे ।"
0.07774559244541517,"thousands of motorists have already taken the black boxes , some of which have gps monitoring , for a test drive .","हजारों जहरीले बक्से पहले से ही काले बक्से ले चुके हैं , जिनमें से कुछ को एक परीक्षण ड्राइव के लिए कई प्रकार की निगरानी है ।","हजारों मोटर - चालकों ने टेस्ट ड्राइव के लिए पहले ही ब्लैक बॉक्स ले लिया है , जिसमें से कुछ में जी . पी . एस . मॉनीटरिंग है ।"
0.13950796967929135,this really is a must for our nation .,यह वास्तव में हमारे राष्ट्र के लिए एक आवश्यक है ।,यह हमारे देश के लिए वास्तव में अनिवार्य वस्तु है ।
0.027512440000422713,""" it is not a matter of something we might choose to do , "" said hasan ikhrata , executive director of the southern california assn . of governments , which is planning for the state to start tracking miles driven by every california motorist by 2025 .",""" यह कुछ ऐसा मामला नहीं है जो हम करने के लिए चुन सकता है , "" यह कहा जा सकता है कि जो कुछ भी है उसका दक्षिणी सीवर करने के लिए कहा जा सकता है ।",""" यह हमारे द्वारा चुने या नहीं चुने जाने का विषय नहीं है "" यह कहना है हसन इखराता का जो दक्षिण कैलीफोर्निया सरकार संघ के कार्यकारी निदेशक हैं , जो वर्ष 2025 तक कैलीफोर्निया में मोटर - चालकों द्वारा तय किए गए प्रत्येक मील को ट्रैक करने की शुरुआत करने की योजना बना रहा है ।"
0.41374412020518814,there is going to be a change in how we pay these taxes .,हम इन करों का भुगतान कैसे करते हैं में परिवर्तन होने जा रहा है ।,हमारे द्वारा कर भुगतान किए जाने के तरीके में परिवर्तन होने जा रहा है ।
0.2705411345269699,the technology is there to do it .,प्रौद्योगिकी इसे करने के लिए वहाँ है ।,ऐसा करने के लिए प्रौद्योगिकी है ।
0.04635502256756522,"the push comes as the country ' s highway trust fund , financed with taxes americans pay at the gas pump , is broke .",यह देश की राजमार्ग पर निर्भर करता है कि गैस पम्प पर करों का भुगतान किया जा रहा है ।,"ऐसा होने का मुख्य कारण यह है कि देश का हाईवे ट्रस्ट फ़ंड लगभग दिवालिया हो गया है , जिसका वित्त - पोषण अमेरिकी नागरिकों द्वारा गैस पम्प पर किए जाने वाले करों के भुगतान से होता है ।"
0.044568827606990644,americans don ' t buy as much gas as they used to .,तो ये जितना गैस इस्तेमाल करती है उतनी गैस खरीदती नहीं ।,अमेरिकी लोग अब पहले जितनी गैस नहीं खरीदते ।
0.04648378982882215,cars get many more miles to the gallon .,कार गैलन में कई मील की दूरी पर है .,अब एक गैलन गैस में कार पहले से अधिक मील चलती है ।
0.30635646920200454,"the federal tax itself , 18 . 4 cents per gallon , hasn ' t gone up in 20 years .","संघीय कर स्वयं , 18 . 4 सेंट प्रति गैलन , 20 वर्षों में नहीं गया है .","फेडरल टैक्स में पिछले 20 वर्षों में कोई बढ़ोतरी नहीं हुई , जो 18 . 4 सेंट प्रति गैलन है ।"
0.024426633221059642,politicians are loath to raise the tax even one penny when gas prices are high .,जब भी गैस की कीमतों ऊंची होती है तो राजनीतिज्ञों ने एक पाउंड तक कर जुटाने की होड़ कर दी है ।,गैस के उच्च मूल्य होने के कारण राजनेता टैक्स में एक पैसा भी वृद्धि करने से परहेज करते हैं ।
0.11408424519986968,""" the gas tax is just not sustainable , "" said lee munnich , a transportation policy expert at the university of minnesota .",""" "" गैस कर स्थिर नहीं है , "" cillm ने कहा कि एक परिवहन नीति का विशेषज्ञ विश्वविद्यालय में विशेषज्ञ है .","मिनेसोटा विश्वविद्यालय में परिवहन नीति विशेषज्ञ ली मुनिख कहते हैं , "" गैस कर बिल्कुल संवहनीय नहीं है । """
0.1141899852786196,his state recently put tracking devices on 500 cars to test out a pay - by - mile system .,हाल ही में उनकी राज्य में 500 कारों पर ट्रैकिंग करने वाले उपकरणों का इस्तेमाल किया जा रहा है .,उनके राज्य ने प्रति - मील भुगतान प्रणाली का परीक्षण करने के लिए हाल ही में 500 कारों में ट्रैकिंग डिवाइस लगाई है ।
0.05506227842735945,""" this works out as the most logical alternative over the long term , "" he said .","उन्होंने कहा , "" यह लंबी अवधि के बारे में सर्वाधिक तार्किक विकल्प है ।","वे कहते हैं , "" दीर्घकाल में यह सबसे अधिक तर्कपूर्ण विकल्प के रूप में काम करेगा । """
0.6606328636027614,wonks call it a mileage - based user fee .,सुई इसे माईलेज - आधारित उपयोगकर्ता शुल्क कहते हैं ।,वॉन्क्स इसे माइलेज - आधारित उपयोगकर्ता शुल्क कहते हैं ।
0.1359902991262525,"it is no surprise that the idea appeals to urban liberals , as the taxes could be rigged to change driving patterns in ways that could help reduce congestion and greenhouse gases , for example .","यह आश्चर्य की बात नहीं है कि शहरी उदारपंथियों से अपील की जा सकती है , क्योंकि कर में अवरोध और ग्रीन हाउस गैसों को कम करने में मदद मिल सकती है ।","यह आश्चर्य की बात नहीं है कि यह विचार शहरी उदारवादियों को अच्छा लग रहा है , क्योंकि इससे , उदाहरण के लिए कार चलाने के तौर - तरीके में परिवर्तन करने के लिए करों में बदलाव किया जा सकता है , जो जाम कम करने तथा ग्रीनहाउस गैस कम करने में सहायता कर सकता है ।"
0.17290868514274638,california planners are looking to the system as they devise strategies to meet the goals laid out in the state ' s ambitious global warming laws .,विचरकर्ताओं ने राज्य के महत्वाकांक्षी ग्लोबल वार्मिंग कानूनों में निर्धारित लक्ष्यों को पूरा करने के लिए नीतियां बनाई हैं ।,कैलीफोर्निया के योजनाकार इस सिस्टम के लिए उत्सुक हैं जबकि वे राज्य के महात्वाकांक्षी ग्लोबल वार्मिंग कानूनों में निर्धारित लक्ष्य पूर्ण करने के लिए रणनीतियाँ विकसित कर रहे हैं ।
0.11310274488381909,"but rep . bill shuster ( r - pa . ) , chairman of the house transportation committee , has said he , too , sees it as the most viable long - term alternative .",लेकिन यह भी कहा जाता है कि वे भी इसे सबसे अधिक व्यवहार्य दीर्घकालिक विकल्प मानते हैं .,"लेकिन गृह परिवहन समिति के अध्यक्ष , रिप . बिल शुस्टर ( आ . - पी . ए . ) भी ब्लैक बॉक्स को सबसे व्यवहार्य दीर्घकालिक विकल्प मानते हैं ।"
0.054011574454540336,the free marketeers at the reason foundation are also fond of having drivers pay per mile .,"कारण की बुनियाद पर जो कुछ भी हो , उसके लिए एक मील के ड्राइवर भी हैं ।",रीजन फ़ाउंडेशन में स्वतंत्र विक्रेता भी चालक द्वारा प्रति मील भुगतान के पक्ष में हैं ।
0.0946688990880644,""" this is not just a tax going into a black hole , "" said adrian moore , vice president of policy at reason .","' ' यह महज एक ब्लैक बिल में नहीं जा रहा है , "" तर्क में नीति के उपाध्यक्ष ने कहा ।","रीजन में पॉलिसी के उपाध्यक्ष , एड्रियन मूर ने कहा , "" यह मात्र ऐसा कर नहीं है जो अंधे कुएँ में जा रहा है । """
0.26647868356907545,people are paying more directly into what they are getting .,लोग प्रत्यक्ष रूप से क्या हो रहा है में अधिक भुगतान कर रहे हैं ।,"लोग जो चीज प्राप्त कर रहे हैं , उसके लिए अधिक प्रत्यक्ष रूप से भुगतान कर रहे हैं ।"
0.07482798129577227,"the movement is also bolstered by two former u . s . transportation secretaries , who in a 2011 report urged congress to move in the pay - per - mile direction .","इस आंदोलन में दो पूर्व . एस . एस . परिवहन मंत्री भी हैं , जिन्होंने 2011 में कांग्रेस को वेतन - प्रति मील की दिशा में कदम उठाने का आग्रह किया ।","इस अभियान को दो भूतपूर्व अमेरिकी परिवहन सचिवों ने भी समर्थन दिया है , जिन्होंने वर्ष 2011 में अपनी रिपोर्ट में कांग्रेस से प्रति - मील भुगतान की दिशा में आगे बढ़ने का अनुग्रह किया था ।"
0.0020885331178811723,"the u . s . senate approved a $ 90 - million pilot project last year that would have involved about 10 , 000 cars .",. . . . . .,"यू . एस . सीनेट ने पिछले वर्ष 90 - मिलियन डॉलर की परीक्षण परियोजना स्वीकृत की थी , जिसमें 10 , 000 कारें शामिल हो गई होतीं ।"
